key,speciesKey,species,scientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,year,month,day,stateProvince,locality,basisOfRecord,occurrenceStatus,institutionCode,collectionCode,datasetName,datasetKey,license,recordedBy,individualCount,lifeStage,foto_url,n_fotos,clase_modelo
3989369963,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-18.8,-70.166667,2558.0,2009-10,2009.0,10.0,,Arica y Parinacota,Valle de Chaca,MATERIAL_CITATION,PRESENT,AvesChile,,Estudio de la biodiversidad de Arica y Parinacota,16c3a9d0-89ca-48dc-9a43-cdd80a3c355a,http://creativecommons.org/licenses/by/4.0/legalcode,,,,,0,rata_gris
4872131863,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-42.477949,-73.759875,152.0,2009-11-24T17:14,2009.0,11.0,24.0,Los Lagos,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jérémy Calvo,,,,0,rata_gris
6133288691,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-42.478075,-73.760196,269.0,2009-11-24T14:14,2009.0,11.0,24.0,Los Lagos,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jérémy Calvo,,,,0,rata_gris
5099613512,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.19725,-70.971417,,2009-12-03,2009.0,12.0,3.0,Santiago Metropolitan,"Colina, SR1 Altos de Chicauma",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
3989369912,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-18.489906,-70.288021,10.0,2009,2009.0,,,Arica y Parinacota,Arica,MATERIAL_CITATION,PRESENT,,,Estudio de la biodiversidad de Arica y Parinacota,16c3a9d0-89ca-48dc-9a43-cdd80a3c355a,http://creativecommons.org/licenses/by/4.0/legalcode,,,,,0,rata_gris
5209098421,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-45.51667,-71.83333,,2008,2008.0,,,Aisén del Gral. Carlos Ibañez del Campo,Monumento Natural Dos Lagunas,HUMAN_OBSERVATION,PRESENT,SIBA_UMAG,Mamíferos-terrestres_literatura,"Diversidad potencial de mamíferos terrestres en el Sistema de Información en Biodiversidad para Aysén (SIB-Aysén), Chile",672f9690-c711-45fe-8e64-c582d79f5ffe,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,,,,0,rata_gris
5099598226,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-30.539944,-71.169083,,2007-11-05,2007.0,11.0,5.0,Coquimbo,"Lagunillas; SR1, Limari",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099535538,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-53.133333,-71.025278,,2006-01-08,2006.0,1.0,8.0,Magallanes y Antartica Chilena,"Reserve Nacional Magellanes; Sector Bocatoma, Magallanes",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099536603,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.662783,-71.10235,,2006-01-26,2006.0,1.0,26.0,Santiago Metropolitan,"Chinigue, Talagante",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099537612,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.662783,-70.10235,,2006-01-27,2006.0,1.0,27.0,Santiago Metropolitan,"Chinigue, Talagante",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099534600,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-37.70575,-73.418639,,2006-08-24,2006.0,8.0,24.0,Bio-Bio,"Antihuala, Arauco",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099534601,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.114972,-71.666083,,2006-10-14,2006.0,10.0,14.0,Valparaiso,"Laguna Verde, Valparaiso",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099536627,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.114972,-71.666083,,2006-10-13,2006.0,10.0,13.0,Valparaiso,"Laguna Verde, Valparaiso",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099537563,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.649917,-71.179222,,2006-10-25,2006.0,10.0,25.0,Santiago Metropolitan,"Pomoire, El Transito, Melipilla",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099535488,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-39.15,-72.483333,,2005-01-05,2005.0,1.0,5.0,Araucania,"Poblacion La Araucana, Cautin",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099534496,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.408967,-70.488817,,2005-12-28,2005.0,12.0,28.0,Santiago Metropolitan,"San Carlos de Apoquindo, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099538468,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.556083,-70.454444,1000.0,2004-01-28,2004.0,1.0,28.0,Santiago Metropolitan,"El Canelo, Cordillera",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099538481,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-40.725333,-72.43375,1000.0,2004-03-28,2004.0,3.0,28.0,Los Lagos,"Nilque, Osorno",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099534425,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.868139,-70.836694,,2004-04-21,2004.0,4.0,21.0,Santiago Metropolitan,"Abrante, Maipo",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099535208,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-31.847667,-71.522617,,2004-06-26,2004.0,6.0,26.0,Coquimbo,"Nague, Choapa",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): unknown; Preparator(s): unknown,,,,0,rata_gris
5099536159,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-31.847667,-71.522617,,2004-06-26,2004.0,6.0,26.0,,"Choaba, Nague",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): unknown; Preparator(s): unknown,,,,0,rata_gris
5099536166,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-31.847667,-71.522617,,2004-06-26,2004.0,6.0,26.0,,"Chaoha, Nague",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): unknown; Preparator(s): unknown,,,,0,rata_gris
5099536212,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-31.847667,-71.522617,,2004-06-26,2004.0,6.0,26.0,Coquimbo,"Nague, Choapa",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): unknown; Preparator(s): unknown,,,,0,rata_gris
5099537186,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-31.847667,-71.522617,,2004-06-25,2004.0,6.0,25.0,,"Chaoha, Nague",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): unknown; Preparator(s): unknown,,,,0,rata_gris
5099537234,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-31.847667,-71.522617,,2004-06-27,2004.0,6.0,27.0,Coquimbo,"Nague, Choapa",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): unknown; Preparator(s): unknown,,,,0,rata_gris
5099539242,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-31.847667,-71.522617,,2004-06-25,2004.0,6.0,25.0,Coquimbo,"Nague, Choapa",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): unknown; Preparator(s): unknown,,,,0,rata_gris
5099537459,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-36.651611,-72.791167,,2004-10-15,2004.0,10.0,15.0,Bio-Bio,"Las Naices, Concepcion",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099535477,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-34.967924,-71.378916,1002.0,2004-11-14,2004.0,11.0,14.0,Maule,"Rauco; El Trapiche, Curico",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099582934,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.46,-70.48,,2003-01-22,2003.0,1.0,22.0,Santiago Metropolitan,"San Carlos de Apoquindo, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099585918,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.4,-70.48,,2003-01-24,2003.0,1.0,24.0,Santiago Metropolitan,"San Carlos de Apoquindo, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099586979,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-30.0,-71.03,,2003-01-09,2003.0,1.0,9.0,Coquimbo,"El Hinojal, La Serena",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099588990,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.46,-70.48,,2003-01-11,2003.0,1.0,11.0,Santiago Metropolitan,"San Carlos de Apoquindo, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099582963,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.73,-71.21,,2003-03-14,2003.0,3.0,14.0,,"Chocal¿n, Melipilla",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099583065,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-39.82,-73.2,,2003-03-27,2003.0,3.0,27.0,Los Rios,"Campamento Vientos del Sur, Valdivia, Valdivia",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099589082,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.46,-70.48,,2003-03-11,2003.0,3.0,11.0,Santiago Metropolitan,"San Carlos de Apoquindo, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099589947,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.73,-71.21,,2003-03-14,2003.0,3.0,14.0,,"Chocal¿n, Melipilla",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099590046,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.46,-70.48,,2003-03-12,2003.0,3.0,12.0,Santiago Metropolitan,"San Carlos de Apoquindo, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099585947,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-34.88,-72.15,,2003-04-15,2003.0,4.0,15.0,,"Duao, Licant¿n",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099585949,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-34.88,-72.15,,2003-04-15,2003.0,4.0,15.0,,"Duao, Licant¿n",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099583024,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.4,-70.48,,2003-05-15,2003.0,5.0,15.0,Santiago Metropolitan,"San Carlos de Apoquindo, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099586009,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-37.82,-73.96,,2003-05-31,2003.0,5.0,31.0,Araucania,"N.P. Nahuelbuta, Malleco",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099590022,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-37.82,-73.96,,2003-05-31,2003.0,5.0,31.0,Araucania,"N.P. Nahuelbuta, Malleco",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099582739,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-35.83,-72.5,,2003-06-19,2003.0,6.0,19.0,Maule,"Reserva Nacional Los Ruiles, Cauquenes",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099585722,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-35.83,-72.5,,2003-06-19,2003.0,6.0,19.0,Maule,"Reserva Nacional Los Ruiles, Cauquenes",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099586762,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-35.83,-72.5,,2003-06-19,2003.0,6.0,19.0,Maule,"Reserva Nacional Los Ruiles, Cauquenes",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099588758,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-35.83,-72.5,,2003-06-19,2003.0,6.0,19.0,Maule,"Reserva Nacional Los Ruiles, Cauquenes",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099589722,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-35.83,-72.5,,2003-06-19,2003.0,6.0,19.0,Maule,"Reserva Nacional Los Ruiles, Cauquenes",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099589727,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-31.83,-71.51,,2003-06-24,2003.0,6.0,24.0,Coquimbo,"Nague, los Vilos, Choapa",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5132434870,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-36.826111,-73.040556,,2003-06-02,2003.0,6.0,2.0,Región del Biobío,Patagual,PRESERVED_SPECIMEN,PRESENT,Museo de Zoología de la Universidad de Concepción (MZUC-UCCC),UCCC_MZUC_MAM,Colección de la Clase Mammalia (Orden Rodentia) del Museo de Zoología de la Universidad de Concepción,0156513b-1751-4675-8753-0703a0fbfbf0,http://creativecommons.org/licenses/by-nc/4.0/legalcode,J. C. Ortiz,1.0,,,0,rata_gris
5132434871,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-36.826111,-73.040556,,2003-06-02,2003.0,6.0,2.0,Región del Biobío,Patagual,PRESERVED_SPECIMEN,PRESENT,Museo de Zoología de la Universidad de Concepción (MZUC-UCCC),UCCC_MZUC_MAM,Colección de la Clase Mammalia (Orden Rodentia) del Museo de Zoología de la Universidad de Concepción,0156513b-1751-4675-8753-0703a0fbfbf0,http://creativecommons.org/licenses/by-nc/4.0/legalcode,J. C. Ortiz,1.0,,,0,rata_gris
5132434875,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-36.826111,-73.040556,,2003-06-02,2003.0,6.0,2.0,Región del Biobío,Patagual,PRESERVED_SPECIMEN,PRESENT,Museo de Zoología de la Universidad de Concepción (MZUC-UCCC),UCCC_MZUC_MAM,Colección de la Clase Mammalia (Orden Rodentia) del Museo de Zoología de la Universidad de Concepción,0156513b-1751-4675-8753-0703a0fbfbf0,http://creativecommons.org/licenses/by-nc/4.0/legalcode,J. C. Ortiz,1.0,,,0,rata_gris
5099536479,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-36.451694,-71.990333,1000.0,2003-07-29,2003.0,7.0,29.0,Bio-Bio,"San Miguel, Nuble",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099537450,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-36.451694,-71.990333,1000.0,2003-07-29,2003.0,7.0,29.0,Bio-Bio,"San Miguel, Nuble",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099538453,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-36.451694,-71.990333,1000.0,2003-07-30,2003.0,7.0,30.0,Bio-Bio,"San Miguel, Nuble",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099589717,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-36.65,-71.99,500.0,2003-07-03,2003.0,7.0,3.0,Bio-Bio,"Chillan-Pinto, Chillan",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): unknown,,,,0,rata_gris
5099515740,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.46,-70.48,,2002-01-23,2002.0,1.0,23.0,Santiago Metropolitan,"San Carlos de Apoquindo, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099588830,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-39.45,-71.82,,2002-01-31,2002.0,1.0,31.0,Araucania,"Parque Nacional Villarrica, Cautin",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099589795,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-39.45,-71.82,,2002-01-31,2002.0,1.0,31.0,Araucania,"Parque Nacional Villarrica, Cautin",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099586901,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-39.45,-71.81,,2002-02-02,2002.0,2.0,2.0,Araucania,"Parque Nacional Villarrica, Cautin",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099586884,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.4,-70.48,,2002-03-12,2002.0,3.0,12.0,Santiago Metropolitan,"San Carlos de Apoquindo, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099589862,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.4,-70.48,,2002-03-13,2002.0,3.0,13.0,Santiago Metropolitan,"San Carlos de Apoquindo, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099585979,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.74,-71.65,,2002-04-17,2002.0,4.0,17.0,Valparaiso,"Fundo La Ventolera, Santo Domingo",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099589018,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.74,-71.65,,2002-04-17,2002.0,4.0,17.0,Valparaiso,"Fundo La Ventolera, Santo Domingo",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
